N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
50,2,5,random,True,0.051,0.273,0.829,0.163,0.436,2.964,0.653,1169,486
50,2,5,high-degree,True,0.055,0.288,0.857,0.173,0.142,2.98,0.739,1188,486
50,2,5,high-degree,True,0.062,0.275,0.872,0.163,0.155,2.986,0.74,1213,484
50,1,5,cluster,True,0.063,0.237,0.877,0.137,0.139,2.984,0.74,1144,482
50,3,5,high-degree,True,0.07,0.286,0.888,0.171,0.143,2.955,0.72,1176,488
50,2,5,cluster,True,0.071,0.256,0.829,0.151,0.14,2.983,0.737,1169,480
50,3,5,high-degree,False,0.071,0.238,0.905,0.137,0.0,2.999,0.778,1143,479
50,1,5,random,True,0.071,0.255,0.873,0.149,0.153,2.973,0.725,1208,483
50,1,10,random,True,0.073,0.394,0.818,0.26,0.143,2.972,0.733,1168,481
50,3,5,cluster,False,0.073,0.207,0.845,0.118,0.0,2.985,0.762,1202,475
50,3,5,cluster,True,0.073,0.257,0.851,0.151,0.184,2.94,0.724,1155,488
50,1,5,cluster,False,0.075,0.18,0.824,0.101,0.0,2.997,0.773,1156,480
50,1,10,high-degree,True,0.077,0.432,0.857,0.288,0.155,2.985,0.739,1172,480
50,3,5,random,True,0.077,0.251,0.871,0.147,0.139,2.975,0.734,1207,482
50,1,5,high-degree,False,0.077,0.252,0.884,0.147,0.0,3.023,0.776,1184,469
50,3,5,random,True,0.079,0.246,0.845,0.144,0.15,2.973,0.733,1163,480
50,1,10,cluster,True,0.079,0.396,0.837,0.26,0.161,2.963,0.722,1177,478
50,3,10,random,True,0.08,0.404,0.853,0.264,0.143,2.967,0.729,1174,484
50,1,5,cluster,True,0.08,0.239,0.841,0.139,0.14,2.983,0.739,1154,484
50,3,10,cluster,False,0.08,0.341,0.88,0.212,0.0,3.004,0.761,1236,480
50,1,5,high-degree,True,0.08,0.278,0.862,0.166,0.151,2.99,0.74,1145,480
50,1,10,cluster,False,0.082,0.311,0.859,0.19,0.0,2.988,0.762,1167,472
50,2,5,high-degree,False,0.082,0.265,0.867,0.156,0.0,2.989,0.763,1186,480
50,2,5,random,True,0.083,0.258,0.875,0.151,0.16,2.988,0.742,1171,478
50,2,10,cluster,False,0.083,0.358,0.862,0.226,0.0,2.985,0.765,1162,479
50,2,10,high-degree,True,0.084,0.424,0.86,0.281,0.15,2.98,0.74,1170,487
50,1,5,high-degree,True,0.084,0.285,0.866,0.171,0.152,2.991,0.728,1190,480
50,2,5,cluster,True,0.085,0.217,0.812,0.125,0.139,2.986,0.737,1161,482
50,3,10,cluster,True,0.087,0.411,0.868,0.269,0.137,2.98,0.739,1196,483
50,3,10,high-degree,True,0.088,0.426,0.88,0.281,0.148,2.965,0.736,1167,480
50,3,5,high-degree,True,0.088,0.271,0.848,0.161,0.157,2.965,0.727,1166,484
50,3,10,high-degree,True,0.089,0.418,0.858,0.276,0.157,2.96,0.73,1156,483
50,1,5,random,False,0.091,0.215,0.864,0.123,0.0,2.974,0.759,1166,473
50,3,5,cluster,True,0.091,0.214,0.836,0.123,0.154,2.983,0.725,1191,483
50,3,5,random,False,0.091,0.192,0.849,0.108,0.0,3.018,0.775,1195,482
50,1,10,high-degree,True,0.094,0.437,0.877,0.291,0.152,2.954,0.73,1153,482
50,2,10,cluster,True,0.095,0.368,0.811,0.238,0.163,2.967,0.726,1173,482
50,2,5,random,False,0.096,0.204,0.889,0.115,0.0,3.008,0.766,1193,478
50,3,10,cluster,True,0.096,0.391,0.811,0.257,0.157,2.968,0.729,1184,483
50,3,10,random,True,0.097,0.401,0.852,0.262,0.136,2.965,0.73,1176,486
50,2,10,high-degree,True,0.097,0.426,0.88,0.281,0.137,2.994,0.746,1180,479
50,3,10,random,False,0.099,0.36,0.921,0.224,0.0,2.979,0.759,1160,476
50,1,5,random,True,0.099,0.247,0.87,0.144,0.149,2.998,0.733,1183,484
50,1,10,random,True,0.1,0.425,0.867,0.281,0.144,2.97,0.732,1170,478
50,2,5,cluster,False,0.102,0.192,0.865,0.108,0.0,2.994,0.763,1227,481
50,1,10,high-degree,False,0.102,0.39,0.889,0.25,0.0,2.989,0.769,1196,476
50,2,10,random,True,0.102,0.378,0.823,0.245,0.144,2.995,0.744,1167,482
50,2,10,random,True,0.102,0.396,0.837,0.26,0.146,2.974,0.738,1196,480
50,2,10,cluster,True,0.103,0.419,0.865,0.276,0.143,2.972,0.733,1169,485
50,1,10,cluster,True,0.106,0.415,0.833,0.276,0.151,2.982,0.739,1183,484
50,1,10,random,False,0.107,0.329,0.85,0.204,0.0,3.008,0.769,1197,477
50,2,10,random,False,0.113,0.354,0.845,0.224,0.0,3.009,0.775,1196,478
50,2,10,high-degree,False,0.113,0.429,0.928,0.279,0.0,3.01,0.773,1198,477
50,3,10,high-degree,False,0.119,0.384,0.918,0.243,0.0,2.991,0.759,1201,472
75,2,5,cluster,True,0.036,0.115,0.868,0.062,0.194,2.932,0.796,2182,1092
75,2,5,random,True,0.036,0.122,0.84,0.066,0.197,2.923,0.79,2193,1096
75,3,5,high-degree,True,0.038,0.126,0.915,0.068,0.195,2.932,0.796,2187,1104
75,3,10,cluster,True,0.041,0.235,0.8,0.138,0.281,2.923,0.765,2141,1099
75,1,5,random,True,0.044,0.127,0.825,0.069,0.193,2.938,0.798,2157,1106
75,2,5,random,True,0.044,0.121,0.873,0.065,0.191,2.934,0.8,2181,1095
75,2,5,high-degree,True,0.045,0.143,0.937,0.077,0.2,2.927,0.791,2178,1101
75,3,10,random,True,0.045,0.244,0.872,0.142,0.204,2.929,0.796,2171,1093
75,3,5,high-degree,True,0.046,0.134,0.945,0.072,0.195,2.929,0.794,2127,1106
75,1,5,cluster,True,0.046,0.141,0.912,0.076,0.202,2.94,0.799,2131,1100
75,1,5,high-degree,True,0.047,0.136,0.921,0.073,0.188,2.923,0.791,2239,1100
75,2,10,random,True,0.047,0.241,0.865,0.14,0.213,2.935,0.794,2139,1100
75,1,5,high-degree,True,0.048,0.143,0.937,0.077,0.216,2.909,0.782,2186,1094
75,3,5,cluster,True,0.048,0.134,0.833,0.073,0.21,2.931,0.787,2177,1103
75,3,5,random,True,0.048,0.135,0.864,0.073,0.203,2.931,0.794,2164,1099
75,2,10,high-degree,True,0.05,0.27,0.899,0.159,0.198,2.928,0.792,2214,1097
75,3,5,cluster,True,0.05,0.135,0.864,0.073,0.187,2.934,0.803,2133,1101
75,3,10,random,True,0.05,0.24,0.869,0.139,0.211,2.935,0.784,2153,1092
75,3,5,random,True,0.05,0.129,0.848,0.07,0.196,2.914,0.788,2191,1114
75,1,10,random,True,0.05,0.233,0.866,0.135,0.196,2.937,0.794,2183,1099
75,2,10,high-degree,True,0.051,0.26,0.924,0.152,0.203,2.927,0.791,2154,1101
75,2,5,high-degree,True,0.053,0.145,0.926,0.078,0.209,2.925,0.785,2165,1113
75,2,5,cluster,True,0.053,0.117,0.882,0.063,0.2,2.933,0.806,2177,1109
75,1,5,cluster,False,0.054,0.097,0.98,0.051,0.0,2.929,0.816,2190,1071
75,1,10,high-degree,True,0.054,0.25,0.885,0.145,0.205,2.922,0.793,2126,1092
75,1,5,random,False,0.056,0.105,0.946,0.055,0.0,2.934,0.829,2212,1072
75,2,10,cluster,True,0.056,0.253,0.887,0.147,0.201,2.944,0.798,2152,1099
75,1,10,cluster,True,0.056,0.241,0.899,0.139,0.202,2.93,0.794,2155,1100
75,2,10,cluster,True,0.056,0.224,0.879,0.129,0.204,2.928,0.792,2164,1086
75,2,10,random,True,0.056,0.225,0.861,0.13,0.202,2.946,0.803,2154,1095
75,3,10,cluster,True,0.056,0.258,0.868,0.152,0.212,2.93,0.793,2142,1099
75,1,10,high-degree,False,0.057,0.188,0.917,0.104,0.0,2.923,0.818,2192,1059
75,3,10,high-degree,True,0.058,0.269,0.915,0.158,0.226,2.93,0.785,2146,1101
75,3,10,high-degree,False,0.058,0.179,0.931,0.099,0.0,2.931,0.826,2165,1068
75,2,10,random,False,0.059,0.169,0.899,0.093,0.0,2.935,0.821,2176,1075
75,1,10,random,True,0.059,0.226,0.85,0.131,0.199,2.921,0.791,2173,1099
75,1,10,random,False,0.059,0.151,0.919,0.083,0.0,2.939,0.828,2187,1067
75,1,5,random,True,0.059,0.136,0.845,0.074,0.203,2.934,0.792,2137,1096
75,3,10,random,False,0.061,0.171,0.957,0.094,0.0,2.923,0.82,2198,1068
75,2,5,cluster,False,0.061,0.07,0.833,0.037,0.0,2.93,0.821,2144,1067
75,1,10,high-degree,True,0.062,0.256,0.894,0.149,0.199,2.924,0.794,2181,1100
75,3,5,high-degree,False,0.063,0.088,0.957,0.046,0.0,2.935,0.827,2158,1063
75,1,5,cluster,True,0.063,0.146,0.905,0.079,0.208,2.928,0.791,2170,1091
75,2,5,high-degree,False,0.064,0.095,0.98,0.05,0.0,2.922,0.821,2155,1059
75,1,10,cluster,True,0.067,0.227,0.862,0.131,0.198,2.908,0.79,2189,1099
75,3,5,cluster,False,0.067,0.072,0.947,0.038,0.0,2.924,0.819,2153,1057
75,1,5,high-degree,False,0.067,0.09,0.957,0.047,0.0,2.936,0.831,2156,1060
75,3,10,high-degree,True,0.067,0.27,0.905,0.159,0.198,2.928,0.789,2153,1092
75,1,10,cluster,False,0.069,0.153,0.909,0.084,0.0,2.932,0.822,2188,1070
75,2,5,random,False,0.073,0.084,0.894,0.044,0.0,2.926,0.824,2163,1062
75,3,10,cluster,False,0.073,0.158,0.912,0.087,0.0,2.93,0.823,2176,1066
75,3,5,random,False,0.076,0.086,0.935,0.045,0.0,2.953,0.829,2159,1059
75,2,10,cluster,False,0.08,0.161,0.966,0.088,0.0,2.929,0.821,2197,1066
75,2,10,high-degree,False,0.081,0.19,0.935,0.106,0.0,2.925,0.827,2197,1065
100,3,5,random,True,0.027,0.08,0.828,0.042,0.255,2.837,0.813,3241,1933
100,2,5,high-degree,True,0.028,0.076,0.883,0.04,0.242,2.827,0.811,3278,1922
100,1,5,high-degree,True,0.028,0.087,0.888,0.046,0.24,2.823,0.814,3250,1923
100,3,10,high-degree,True,0.029,0.148,0.88,0.081,0.244,2.833,0.81,3243,1910
100,1,5,high-degree,True,0.03,0.084,0.916,0.044,0.239,2.832,0.815,3320,1923
100,3,10,high-degree,True,0.031,0.148,0.874,0.081,0.241,2.813,0.812,3201,1902
100,2,5,high-degree,True,0.031,0.08,0.923,0.042,0.242,2.832,0.814,3266,1929
100,2,5,cluster,True,0.031,0.077,0.873,0.04,0.254,2.827,0.812,3238,1930
100,3,5,high-degree,True,0.031,0.082,0.949,0.043,0.24,2.828,0.819,3287,1921
100,3,10,cluster,True,0.031,0.136,0.876,0.074,0.242,2.826,0.813,3253,1929
100,2,10,high-degree,True,0.032,0.139,0.872,0.076,0.242,2.827,0.819,3298,1914
100,2,10,random,True,0.032,0.134,0.887,0.073,0.255,2.83,0.812,3257,1926
100,1,5,random,True,0.032,0.076,0.907,0.04,0.248,2.825,0.812,3252,1910
100,3,5,high-degree,True,0.033,0.079,0.855,0.041,0.237,2.835,0.813,3302,1917
100,3,10,random,True,0.034,0.24,0.786,0.141,0.591,2.815,0.698,3275,1972
100,1,5,random,True,0.034,0.08,0.889,0.042,0.261,2.815,0.805,3260,1928
100,2,5,cluster,True,0.034,0.064,0.851,0.033,0.236,2.823,0.818,3183,1918
100,3,5,cluster,True,0.036,0.074,0.904,0.038,0.247,2.828,0.813,3265,1898
100,1,10,cluster,True,0.036,0.146,0.884,0.08,0.246,2.813,0.808,3264,1928
100,2,10,high-degree,True,0.036,0.161,0.864,0.089,0.241,2.839,0.814,3280,1922
100,3,10,cluster,True,0.036,0.132,0.885,0.072,0.25,2.823,0.814,3241,1918
100,2,5,random,True,0.036,0.066,0.831,0.034,0.243,2.831,0.818,3248,1931
100,2,10,cluster,True,0.037,0.133,0.861,0.072,0.249,2.82,0.811,3214,1917
100,1,10,high-degree,True,0.037,0.147,0.89,0.08,0.24,2.823,0.811,3257,1916
100,1,10,random,True,0.037,0.133,0.892,0.072,0.238,2.831,0.816,3238,1901
100,1,5,cluster,True,0.037,0.078,0.946,0.041,0.253,2.815,0.806,3258,1921
100,1,10,cluster,True,0.038,0.129,0.889,0.07,0.241,2.827,0.812,3271,1922
100,1,10,random,True,0.038,0.15,0.91,0.082,0.25,2.818,0.807,3208,1927
100,3,10,random,True,0.038,0.152,0.899,0.083,0.25,2.823,0.815,3269,1919
100,3,5,high-degree,False,0.038,0.039,0.971,0.02,0.0,2.827,0.846,3229,1809
100,2,10,cluster,True,0.039,0.136,0.876,0.074,0.247,2.818,0.81,3248,1917
100,2,5,cluster,False,0.039,0.039,0.971,0.02,0.0,2.834,0.856,3171,1828
100,1,5,high-degree,False,0.041,0.033,0.935,0.017,0.0,2.847,0.86,3163,1809
100,3,5,random,True,0.041,0.07,0.851,0.037,0.251,2.825,0.816,3254,1927
100,1,5,cluster,True,0.041,0.077,0.862,0.04,0.241,2.824,0.817,3270,1911
100,1,5,cluster,False,0.042,0.043,1.0,0.022,0.0,2.849,0.858,3154,1812
100,3,10,cluster,False,0.042,0.067,0.923,0.035,0.0,2.835,0.861,3262,1816
100,1,10,high-degree,True,0.043,0.146,0.884,0.08,0.253,2.818,0.812,3233,1929
100,2,10,random,True,0.043,0.147,0.907,0.08,0.247,2.823,0.803,3264,1918
100,1,5,random,False,0.044,0.034,0.968,0.017,0.0,2.832,0.856,3257,1800
100,3,5,cluster,True,0.044,0.07,0.9,0.037,0.24,2.818,0.812,3214,1918
100,1,10,random,False,0.046,0.076,0.932,0.04,0.0,2.834,0.851,3207,1771
100,2,5,high-degree,False,0.046,0.044,0.929,0.023,0.0,2.826,0.86,3180,1799
100,2,5,random,True,0.047,0.08,0.935,0.042,0.244,2.818,0.807,3229,1901
100,1,10,high-degree,False,0.047,0.066,0.922,0.034,0.0,2.837,0.852,3226,1796
100,3,5,random,False,0.047,0.042,1.0,0.022,0.0,2.842,0.852,3265,1819
100,1,10,cluster,False,0.05,0.085,0.987,0.044,0.0,2.835,0.849,3227,1829
100,3,10,high-degree,False,0.051,0.078,0.959,0.041,0.0,2.828,0.854,3214,1815
100,2,5,random,False,0.051,0.044,0.929,0.023,0.0,2.843,0.86,3203,1808
100,2,10,cluster,False,0.052,0.076,0.919,0.04,0.0,2.838,0.859,3178,1793
100,3,10,random,False,0.053,0.084,0.974,0.044,0.0,2.845,0.858,3220,1810
100,2,10,high-degree,False,0.054,0.076,0.919,0.04,0.0,2.827,0.85,3206,1796
100,3,5,cluster,False,0.054,0.038,0.971,0.019,0.0,2.851,0.856,3229,1805
100,2,10,random,False,0.063,0.073,0.97,0.038,0.0,2.83,0.847,3205,1799
150,1,10,cluster,True,0.018,0.175,0.814,0.098,0.664,2.672,0.7,5704,4371
150,2,5,random,True,0.019,0.037,0.871,0.019,0.317,2.689,0.834,5619,4141
150,1,5,random,True,0.019,0.029,0.853,0.015,0.315,2.687,0.837,5531,4142
150,1,5,random,True,0.019,0.033,0.918,0.017,0.32,2.683,0.831,5592,4153
150,3,5,random,True,0.02,0.026,0.912,0.013,0.317,2.685,0.831,5693,4156
150,3,10,high-degree,True,0.02,0.067,0.885,0.035,0.316,2.683,0.834,5566,4103
150,1,5,cluster,True,0.02,0.032,0.855,0.017,0.314,2.686,0.832,5593,4106
150,3,10,high-degree,True,0.021,0.062,0.894,0.032,0.32,2.685,0.835,5535,4114
150,3,5,high-degree,True,0.022,0.035,0.921,0.018,0.314,2.689,0.836,5686,4137
150,2,5,high-degree,True,0.022,0.027,0.857,0.014,0.317,2.685,0.831,5589,4128
150,3,5,cluster,True,0.022,0.034,0.895,0.017,0.33,2.695,0.834,5618,4159
150,1,5,high-degree,True,0.022,0.036,0.88,0.019,0.317,2.683,0.834,5600,4127
150,2,10,high-degree,True,0.022,0.069,0.888,0.036,0.318,2.683,0.837,5583,4132
150,1,10,random,True,0.023,0.06,0.884,0.031,0.318,2.685,0.833,5544,4140
150,2,5,cluster,True,0.023,0.029,0.921,0.015,0.313,2.688,0.833,5571,4156
150,2,5,random,True,0.024,0.028,0.814,0.014,0.336,2.683,0.826,5604,4182
150,2,5,high-degree,True,0.024,0.033,0.93,0.017,0.316,2.688,0.832,5549,4121
150,3,5,high-degree,True,0.025,0.034,0.908,0.018,0.308,2.693,0.841,5574,4111
150,2,10,random,True,0.025,0.061,0.899,0.032,0.317,2.693,0.836,5587,4157
150,1,10,high-degree,True,0.025,0.067,0.901,0.035,0.316,2.682,0.832,5575,4130
150,1,10,high-degree,True,0.025,0.065,0.865,0.034,0.314,2.691,0.836,5611,4117
150,1,10,random,True,0.025,0.061,0.85,0.032,0.334,2.678,0.828,5662,4180
150,3,5,cluster,True,0.025,0.027,0.931,0.014,0.311,2.691,0.831,5720,4134
150,3,10,cluster,True,0.025,0.065,0.843,0.034,0.319,2.687,0.825,5739,4162
150,1,5,cluster,True,0.025,0.028,0.789,0.014,0.317,2.684,0.833,5537,4136
150,2,10,high-degree,True,0.025,0.07,0.883,0.036,0.314,2.685,0.829,5678,4126
150,3,5,random,True,0.026,0.037,0.902,0.019,0.323,2.683,0.829,5531,4171
